TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,154,0.3,2,106,355,220111,1774132451975,0.9153846153846154,11111111111111111111111111111111111110111111111111111111111011111111000011111000011011110111111111111111111111111111111111110111110111111111111111111111111111111111111111111110011111111111111111110111111110010011111110111111111111111111111111111111111111111111,0.8011049723756906,1111111111111111111111111111111111111111111111111111110001010110101111001110111111111100010101111100000111001101111111101111011011000111111011011101111111111110111111001101111111111,1.0,11111111111111111111111111111111111111111,8,1,32,5,0.8947368421052632,1111111111111111110001111111111111101111111111111111111111111111111111111111111111111101111111111111111111111111111110111100111111111111111111111111111111110100001111111111111111111011111110011111111111111111111111000000000000000000011111111111111111111111111111111111111111111111101111111101011111111010111111111111111111111111100100011111111111111111111111111111111111111111111111011111111111111101111111111111111111111111111111111111111111111110100111000001111111111111111111111111111111111111111111111111110111111111111111111111,0.7454545454545455,1111101101111101111101100100101101101111011101110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.8011049723756906,1111111111111111111111111111111111111111111111111111001011001111001111001110111111111100010011111100000011101011111111111010111010001111111110011011111111111110111111001101111111111
