TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.CommandLine,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,86,0.3,2,119,426,120076,1774133277420,0.8785714285714286,01111111111111111111111000111111111111111111111111111111111111111111110111111111111111111110000001111110001111011111101111111111111111110111,0.8584070796460177,01111111111111111111111111111111111111111111111111111111111011110101101011111110111111101001111001111101111100011,1.0,11111,3,1,1,1,0.6461538461538462,1111111011111110011111111111111111100101111111111111111111111111110000000000000110111110111111111111101000000000000000000000000111,0.6751592356687898,1000011011000101101101010100100100100011111110011111110011111110011111110010010010011100111110111110111110111110011111110011111110011111110011111111011111110,1.0,111111111111111111111111111111111111111111111111111111111111111,1.0,111111111111111111111111111111111111111111111111111111111111111,0.8495575221238938,11111110011111111111111111111111111111111111111111111111111101110101110101111111011111110001111001111011111010011
